FOSS project name,description,stars,forks,issues,watchers
The-Run-Philosophy-Organization/run,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,32023,2620,43,393
beego/beego,"beego is an open-source, high-performance web framework for the Go programming language.",32007,5634,2,1172
llvm/llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.,32005,13263,25202,579
jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",31972,2982,1487,327
lizongying/my-tv,我的电视 电视直播软件，安装即可使用,31948,3576,139,222
Chanzhaoyu/chatgpt-web,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,31946,11209,0,209
shardeum/shardeum,Shardeum is an EVM based autoscaling blockchain,31935,683,13,296
veggiemonk/awesome-docker,:whale: A curated list of Docker resources and projects,31904,3073,2,766
mudler/LocalAI,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",31877,2426,427,210
ibraheemdev/modern-unix,A collection of modern/faster/saner alternatives to common unix commands.,31863,799,51,396
myshell-ai/OpenVoice,Instant voice cloning by MIT and MyShell. Audio foundation model.,31848,3250,232,231
facebookresearch/detectron2,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",31768,7638,463,392
Trinea/android-open-project,"A categorized collection of Android Open Source Projects,  More powerful web version:",31715,11909,11,3548
aseprite/aseprite,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)",31710,6941,1725,441
ehang-io/nps,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",31702,5739,496,468
deepseek-ai/awesome-deepseek-integration,Integrate the DeepSeek API into popular softwares,31692,3455,76,350
outline/outline,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",31655,2529,123,172
TheAlgorithms/C-Plus-Plus,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",31647,7355,8,509
jqlang/jq,Command-line JSON processor,31559,1617,361,326
Aider-AI/aider,aider is AI pair programming in your terminal,31553,2838,731,189
SerenityOS/serenity,The Serenity Operating System 🐞,31502,3229,720,352
ziadoz/awesome-php,"A curated list of amazingly awesome PHP libraries, resources and shiny things.",31490,5110,1,1715
hasura/graphql-engine,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events.",31476,2799,2242,325
yewstack/yew,Rust / Wasm framework for creating reliable and efficient web applications,31466,1442,114,297
geekan/HowToLiveLonger,程序员延寿指南 | A programmer's guide to live longer,31446,2187,28,236
remoteintech/remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.,31431,3306,21,958
explosion/spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python,31403,4495,168,562
pnpm/pnpm,"Fast, disk space efficient package manager",31382,1100,1765,143
pcottle/learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,31373,5815,47,517
vercel/swr,React Hooks for Data Fetching,31350,1264,131,218
facebookresearch/fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,31330,6499,1168,421
opendatalab/MinerU,A high-quality tool for convert PDF to Markdown and JSON.一站式开源高质量数据提取工具，将PDF转换成Markdown和JSON格式。,31301,2495,140,154
ManimCommunity/manim,A community-maintained Python framework for creating mathematical animations. ,31275,2201,432,182
ReactiveX/rxjs,A reactive programming library for JavaScript,31215,3007,220,448
alibaba/nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",31205,12984,241,908
amix/vimrc,The ultimate Vim configuration (vimrc),31183,7308,7,780
niklasvh/html2canvas,Screenshots with JavaScript,31175,4865,948,504
yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,31147,8200,66,624
balena-io/etcher,"Flash OS images to SD cards & USB drives, safely and easily.",31118,2199,510,446
microsoft/MS-DOS,"The original sources of MS-DOS 1.25, 2.0, and 4.0 for reference purposes",31116,4451,0,757
remix-run/remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",31104,2623,283,233
airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",31034,2902,765,452
pbatard/rufus,The Reliable USB Formatting Utility,31023,2730,9,584
floating-ui/floating-ui,A JavaScript library to position floating elements and create interactions for them.,31022,1628,22,254
mckaywrigley/chatbot-ui,AI chat for any model.,30987,8701,167,259
mqyqingfeng/Blog,冴羽写博客的地方，预计写四个系列：JavaScript深入系列、JavaScript专题系列、ES6系列、React系列。,30964,4693,259,1230
gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",30958,3470,419,392
binarywang/WxJava,微信开发 Java SDK ，支持包括微信支付，开放平台，小程序，企业微信，视频号，公众号等的后端开发,30955,8832,45,1374
imputnet/cobalt,best way to save what you love,30945,2586,155,122
blueimp/jQuery-File-Upload,"File Upload widget with multiple file selection, drag&drop support, progress bar, validation and preview images, audio and video for jQuery. Supports cross-domain, chunked and resumable file uploads. Works with any server-side platform (Google App Engine, PHP, Python, Ruby on Rails, Java, etc.) that supports standard HTML form file uploads.",30928,7900,49,1582
v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.,30908,4793,31,444
labstack/echo,"High performance, minimalist Go web framework",30870,2264,62,528
alan2207/bulletproof-react,"🛡️ ⚛️ A simple, scalable, and powerful architecture for building production ready React applications. ",30868,2808,34,231
TabbyML/tabby,Self-hosted AI coding assistant,30828,1445,176,132
open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmark,30827,9633,1718,371
exelban/stats,macOS system monitor in your menu bar,30804,971,18,132
charmbracelet/bubbletea,A powerful little TUI framework 🏗,30784,886,69,117
qbittorrent/qBittorrent,qBittorrent BitTorrent client,30773,4166,2377,423
zeromicro/go-zero,A cloud-native Go microservices framework with cli tool for productivity.,30771,4080,230,313
cockroachdb/cockroach,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",30761,3890,5980,685
danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,30755,3174,196,365
mifi/lossless-cut,The swiss army knife of lossless video/audio editing,30722,1448,193,246
qier222/YesPlayMusic,高颜值的第三方网易云播放器，支持 Windows / macOS / Linux :electron: ,30720,4484,597,221
mathiasbynens/dotfiles,":wrench: .files, including ~/.macos — sensible hacker defaults for macOS",30717,8721,144,675
alibaba/p3c,Alibaba Java Coding Guidelines pmd implements and IDE plugin,30616,8065,161,1306
ianstormtaylor/slate,A completely customizable framework for building rich text editors. (Currently in beta.),30603,3288,665,302
refinedev/refine,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",30591,2434,28,136
coolsnowwolf/lede,Lean's LEDE source,30581,19574,747,732
lib-pku/libpku,贵校课程资料民间整理,30580,8242,10,1234
0xAX/linux-insides,A little bit about a linux kernel,30568,3395,34,1353
xinntao/Real-ESRGAN,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.,30563,3794,539,236
AmruthPillai/Reactive-Resume,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",30536,3151,244,117
kuchin/awesome-cto,"A curated and opinionated list of resources for Chief Technology Officers, with the emphasis on startups",30514,1865,2,762
YunaiV/ruoyi-vue-pro,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,30472,6559,10,230
ityouknow/spring-boot-examples,about learning Spring Boot via examples. Spring Boot 教程、技术栈示例代码，快速简单上手教程。 ,30436,12341,9,1319
mpv-player/mpv,🎥 Command line media player,30364,3024,867,497
dokku/dokku,A docker-powered PaaS that helps you build and manage the lifecycle of applications,30351,1963,43,349
Binaryify/NeteaseCloudMusicApi,网易云音乐 Node.js API service,30314,15826,147,361
symfony/symfony,The Symfony PHP framework,30287,9600,524,1071
SortableJS/Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,30281,3727,468,407
crewAIInc/crewAI,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",30270,4069,66,290
lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",30258,1323,118,230
kubernetes/minikube,Run Kubernetes locally,30248,4961,511,483
microsoft/calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,30237,5525,371,588
HeyPuter/puter,"🌐 The Internet OS! Free, Open-Source, and Self-Hostable.",30225,2243,178,163
servo/servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications.",30179,3155,3204,507
donnemartin/interactive-coding-challenges,120+ interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.,30148,4530,36,964
backstage/backstage,Backstage is an open framework for building developer portals,30117,6459,369,233
DataTalksClub/data-engineering-zoomcamp,Data Engineering Zoomcamp is a free nine-week course that covers the fundamentals of data engineering.,30097,6414,1,494
parallax/jsPDF,Client-side JavaScript PDF generation for everyone.,30092,4722,116,482
layui/layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。,30091,7417,43,941
webtorrent/webtorrent,⚡️ Streaming torrent client for the web,30083,2757,65,671
joshbuchea/HEAD,A simple guide to HTML <head> elements,30045,1922,20,686
codex-team/editor.js,A block-style editor with clean JSON output,29993,2141,591,251
directus/directus,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more.",29957,4155,347,323
lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models",29956,2884,19,305
schollz/croc,Easily and securely send things from one computer to another :crocodile: :package:,29949,1193,2,256
tatsu-lab/stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",29943,4049,170,342
sequelize/sequelize,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",29937,4297,872,405
fabricjs/fabric.js,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",29930,3570,414,473
apache/kafka,Mirror of Apache Kafka,29912,14309,0,1057
mli/paper-reading,深度学习经典、新论文逐段精读,29906,2623,0,778
influxdata/influxdb,"Scalable datastore for metrics, events, and real-time analytics",29887,3599,2022,731
google/comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,29816,1773,107,150
ueberdosis/tiptap,The headless rich text editor framework for web artisans.,29783,2448,561,157
AMAI-GmbH/AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,29761,2520,19,971
vuejs/vue-cli,🛠️ webpack-based tooling for Vue.js Development,29757,6333,935,632
chinabugotech/hutool,🍬A set of tools that keep Java sweet.,29755,7580,3,610
foundation/foundation-sites,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.,29747,5473,51,1229
transloadit/uppy,The next open source file uploader for web browsers :dog: ,29701,2047,146,323
tqdm/tqdm,":zap: A Fast, Extensible Progress Bar for Python and CLI",29680,1379,432,211
ghostty-org/ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",29679,787,141,174
linexjlin/GPTs,leaked prompts of GPTs,29669,4014,6,321
square/leakcanary,A memory leak detection library for Android.,29655,3980,106,975
MonitorControl/MonitorControl,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.,29644,852,10,160
s0md3v/roop,one-click face swap,29636,6719,0,269
OAI/OpenAPI-Specification,The OpenAPI Specification Repository,29616,9128,161,850
fish-shell/fish-shell,The user-friendly command line shell.,29564,2055,436,290
elsewhencode/project-guidelines,A set of best practices for JavaScript projects,29563,3215,9,620
mouredev/Hello-Python,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA...",29561,1898,37,454
facebook/rocksdb,"A library that provides an embeddable, persistent key-value store for fast storage.",29522,6456,727,991
react-boilerplate/react-boilerplate,"🔥 A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",29517,6111,84,520
ariya/phantomjs,Scriptable Headless Browser,29506,5752,14,1123
VincentGarreau/particles.js,A lightweight JavaScript library for creating particles,29496,4855,302,558
JushBJJ/Mr.-Ranedeer-AI-Tutor,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.,29491,3374,13,355
alpinejs/alpine,"A rugged, minimal framework for composing JavaScript behavior in your markup. ",29470,1284,0,224
aosabook/500lines,500 Lines or Less,29453,5868,29,1781
apolloconfig/apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,29440,10220,141,1254
derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,29439,1863,555,151
herrbischoff/awesome-macos-command-line,Use your macOS terminal shell to do awesome things.,29433,1440,0,753
google-ai-edge/mediapipe,"Cross-platform, customizable ML solutions for live and streaming media.",29420,5318,406,517
IceWhaleTech/CasaOS,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system.",29408,1596,639,188
getcursor/cursor,The AI Code Editor,29394,1846,1625,218
k3s-io/k3s,Lightweight Kubernetes,29362,2420,128,282
cheeriojs/cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",29345,1669,32,355
IanLunn/Hover,"A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS.",29336,5761,24,847
OWASP/CheatSheetSeries,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,29330,4112,31,565
Lightning-AI/pytorch-lightning,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",29319,3480,914,252
numpy/numpy,The fundamental package for scientific computing with Python.,29318,10715,2054,599
jobbole/awesome-python-cn,Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。,29309,7970,13,2078
standard/standard,"🌟 JavaScript Style Guide, with linter & automatic code fixer",29307,2320,111,468
trailofbits/algo,Set up a personal VPN in the cloud,29305,2341,174,448
nextcloud/server,"☁️ Nextcloud server, a safe home for all your data",29283,4249,2205,549
facebook/folly,An open-source C++ library developed and used at Facebook.,29273,5682,275,1012
microsoft/Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!",29270,6106,23,521
lukehoban/es6features,Overview of ECMAScript 6 features,29224,2861,21,1193
chatanywhere/GPT_API_free,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。,29173,2111,8,131
iawia002/lux,👾 Fast and simple video download library and CLI tool written in Go,29168,3113,511,384
docsifyjs/docsify,🃏 A magical documentation site generator.,29154,5728,142,266
surrealdb/surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",29109,981,722,155
CSSEGISandData/COVID-19,"Novel Coronavirus (COVID-19) Cases, provided by JHU CSSE",29091,18307,1680,863
cloudcommunity/Free-Certifications,A curated list of free courses with certifications. Also available at https://free-certifications.com/,29085,2154,31,665
ascoders/weekly,前端精读周刊。帮你理解最前沿、实用的技术。,29077,3249,2,1635
vnpy/vnpy,基于Python的开源量化交易平台开发框架,29072,9458,19,1370
encode/django-rest-framework,Web APIs for Django. 🎸,29029,6925,0,630
kodecocodes/swift-algorithm-club,"Algorithms and data structures in Swift, with explanations!",29010,5004,32,1547
alibaba/canal,阿里巴巴 MySQL binlog 增量订阅&消费组件 ,29009,7655,1121,1176
AllThingsSmitty/css-protips,⚡️ A collection of tips to help take your CSS skills pro 🦾,28997,2196,1,678
xyflow/xyflow,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,28952,1879,81,125
utmapp/UTM,Virtual machines for iOS and macOS,28930,1435,875,364
composer/composer,Dependency Manager for PHP,28921,4612,116,598
hashicorp/consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",28903,4465,1243,903
GoogleChrome/lighthouse,"Automated auditing, performance metrics, and best practices for the web.",28898,9502,570,598
zen-browser/desktop,Welcome to a calmer internet,28871,781,308,75
realpython/python-guide,"Python best practices guidebook, written for humans. ",28863,5868,93,1371
heyverse/hey,Hey is a decentralized and permissionless social media app built with Lens Protocol 🌿,28784,1730,5,142
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Easily train a good VC model with voice data <= 10 mins!,28783,4057,544,191
tastejs/todomvc,"Helping you select a JavaScript framework - Todo apps for React.js, Angular, Vue and many more",28763,13752,123,1100
postcss/postcss,Transforming styles with JS plugins,28749,1579,24,505
wuyouzhuguli/SpringAll,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Batch、Spring Cloud、Spring Cloud Alibaba、Spring Security & Spring Security OAuth2，博客Spring系列源码：https://mrbird.cc,28744,8176,21,860
khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",28725,1609,70,145
CorentinTh/it-tools,"Collection of handy online tools for developers, with great UX. ",28694,3418,386,132
ageron/handson-ml2,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",28689,12968,216,656
GorvGoyl/Clone-Wars,"100+ open-source clones of popular sites like Airbnb, Amazon, Instagram, Netflix, Tiktok, Spotify, Whatsapp, Youtube etc. See source code, demo links, tech stack, github stars.",28674,2559,11,502
filebrowser/filebrowser,📂 Web File Browser,28662,3227,83,326
pmndrs/react-three-fiber,🇨🇭 A React renderer for Three.js,28654,1676,69,211
DevToys-app/DevToys,A Swiss Army knife for developers.,28633,1539,240,151
huggingface/diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.",28633,5865,485,210
kenwheeler/slick,the last carousel you'll ever need,28627,5877,1210,545
meta-llama/llama3,The official Meta Llama 3 GitHub site,28621,3365,171,243
pmndrs/react-spring,✌️ A spring physics based React animation library,28617,1206,105,192
medusajs/medusa,The world's most flexible commerce platform.,28616,3178,120,173
xuxueli/xxl-job,A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,28611,11139,575,951
Ebazhanov/linkedin-skill-assessments-quizzes,"Full reference of LinkedIn answers 2024 for skill assessments (aws-lambda, rest-api, javascript, react, git, html, jquery, mongodb, java, Go, python, machine-learning, power-point) linkedin excel test lösungen, linkedin machine learning test LinkedIn test questions and answers ",28610,13235,84,366
awesome-foss/awesome-sysadmin,A curated list of amazingly awesome open-source sysadmin resources.,28610,1667,12,624
anoma/anoma,Reference implementation of Anoma,28610,3829,108,163
tinygrad/tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,28591,3299,128,273
sampotts/plyr,"A simple HTML5, YouTube and Vimeo player",28560,3069,881,431
google-research/tuning_playbook,A playbook for systematically maximizing the performance of deep learning models.,28542,2343,10,294
openai/CLIP,"CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image",28528,3551,228,326
nothings/stb,stb single-file public domain libraries for C/C++,28511,7798,173,621
duckdb/duckdb,DuckDB is an analytical in-process SQL database management system,28509,2230,359,211
menloresearch/jan,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer,28506,1680,106,157
Shubhamsaboo/awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",28499,3210,4,332
zadam/trilium,Build your personal knowledge base with Trilium Notes,28478,1930,885,279
vuejs/vuex,🗃️ Centralized State Management for Vue.js.,28461,9562,99,760
ZuzooVn/machine-learning-for-software-engineers,A complete daily plan for studying to become a machine learning engineer.,28439,6223,17,1493
shengxinjing/programmer-job-blacklist,:see_no_evil:程序员找工作黑名单，换工作和当技术合伙人需谨慎啊 更新有赞,28413,1812,153,1191
alibaba/spring-cloud-alibaba,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,28400,8395,234,965
tokio-rs/tokio,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",28383,2606,303,312
codepath/android_guides,Extensive Open-Source Guides for Android Developers,28370,6325,160,2096
mantinedev/mantine,A fully featured React components library,28367,2015,27,104
nicolargo/glances,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",28362,1576,180,507
vadimdemedes/ink,🌈 React for interactive command-line apps,28339,651,65,112
wesbos/JavaScript30,30 Day Vanilla JS Challenge,28322,39148,0,678
spf13/viper,Go configuration with fangs,28317,2050,407,251
restic/restic,"Fast, secure, efficient backup program",28287,1598,381,238
Textualize/textual,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,28284,876,165,166
Pierian-Data/Complete-Python-3-Bootcamp,Course Files for Complete Python 3 Bootcamp Course on Udemy,28267,86440,139,2743
immerjs/immer,Create the next immutable state by mutating the current one,28264,862,33,154
caolan/async,Async utilities for node and the browser,28237,2405,7,652
jamiebuilds/the-super-tiny-compiler,:snowman: Possibly the smallest compiler ever,28200,2880,0,473
motiondivision/motion,A modern animation library for React and JavaScript,28195,938,262,111
cfenollosa/os-tutorial,How to create an OS from scratch,28126,3373,73,798
viraptor/reverse-interview,Questions to ask the company during your interview,28122,2118,7,348
alibaba/druid,阿里云计算平台DataWorks(https://help.aliyun.com/document_detail/137663.html) 团队出品，为监控而生的数据库连接池,28118,8589,2217,1690
donnemartin/data-science-ipython-notebooks,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",28109,7964,18,1614
jashkenas/backbone,"Give your JS App some Backbone with Models, Views, Collections, and Events",28108,5366,41,1270
statelyai/xstate,Actor-based state management & orchestration for complex app logic.,28107,1295,102,188
XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses.",28071,4216,11,346
digitalocean/nginxconfig.io,⚙️ NGINX config generator on steroids 💉,28057,2069,54,299
acheong08/ChatGPT,Reverse engineered ChatGPT API,28038,4486,11,288
iperov/DeepFaceLive,Real-time face swap for PC streaming or video calls,28033,423,1,401
AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server,27967,1973,1066,298
feder-cr/Jobs_Applier_AI_Agent_AIHawk,"AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.",27957,4173,39,189
StevenBlack/hosts,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories.",27925,2307,83,589
JedWatson/react-select,The Select Component for React.js,27897,4147,368,218
eugeneyan/applied-ml,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,27888,3745,2,950
wailsapp/wails,Create beautiful applications using Go,27869,1352,257,142
XIU2/TrackersListCollection,🎈 Updated daily! A list of popular BitTorrent Trackers! / 每天更新！全网热门 BT Tracker 列表！,27838,1678,0,321
mobxjs/mobx,"Simple, scalable state management.",27836,1784,51,331
nagadomi/waifu2x,Image Super-Resolution for Anime-Style Art,27834,2703,153,700
MichaelCade/90DaysOfDevOps,"This repository started out as a learning in public project for myself and has now become a structured learning map for many in the community. We have 3 years under our belt covering all things DevOps, including Principles, Processes, Tooling and Use Cases surrounding this vast topic. ",27834,6425,9,530
ChartsOrg/Charts,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.,27828,6026,889,589
GitbookIO/gitbook,The open source frontend for GitBook doc sites,27803,3950,45,691
vbenjs/vue-vben-admin,"A modern vue admin panel built with Vue3, Shadcn UI, Vite, TypeScript, and Monorepo. It's fast!",27784,7528,75,256
helm/helm,The Kubernetes Package Manager,27759,7208,419,511
mindsdb/mindsdb,AI's query engine - Platform for building AI that can learn and answer questions over large scale federated data.,27753,4955,64,397
lenve/vhr,微人事是一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue开发。,27729,10304,157,874
exo-explore/exo,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,27725,1715,336,230
dragonflydb/dragonfly,A modern replacement for Redis and Memcached,27724,1028,203,167
firecracker-microvm/firecracker,Secure and fast microVMs for serverless computing.,27685,1913,57,335
mem0ai/mem0,The Memory layer for AI Agents,27671,2634,244,146
ocrmypdf/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",27609,1845,126,177
docling-project/docling,Get your documents ready for gen AI,27605,1673,278,124
geekcompany/ResumeSample,Resume template for Chinese programmers . 程序员简历模板系列。包括PHP程序员简历模板、iOS程序员简历模板、Android程序员简历模板、Web前端程序员简历模板、Java程序员简历模板、C/C++程序员简历模板、NodeJS程序员简历模板、架构师简历模板以及通用程序员简历模板,27595,8981,0,1013
twentyhq/twenty,"Building a modern alternative to Salesforce, powered by the community.",27587,3052,116,134
google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,27572,1449,131,368
YMFE/yapi,YApi 是一个可本地部署的、打通前后端及QA的、可视化的接口管理平台,27558,4824,1530,522
drizzle-team/drizzle-orm,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅",27554,830,1253,52
zhiwehu/Python-programming-exercises,100+ Python challenging programming exercises,27552,6885,68,832
DataExpert-io/data-engineer-handbook,This is a repo with links to everything you'd ever want to learn about data engineering,27511,5619,9,366
vercel/turborepo,"Build system optimized for JavaScript and TypeScript, written in Rust",27487,1966,111,152
Advanced-Frontend/Daily-Interview-Question,我是依扬（木易杨），公众号「高级前端进阶」作者，每天搞定一道前端大厂面试题，祝大家天天进步，一年后会看到不一样的自己。,27486,3284,264,1004
michalsnik/aos,Animate on scroll library,27460,2632,343,316
dnSpy/dnSpy,.NET debugger and assembly editor,27418,5255,0,994
telegramdesktop/tdesktop,Telegram Desktop messaging app,27398,5486,863,842
AvaloniaUI/Avalonia,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology",27397,2359,1554,467
jashkenas/underscore,JavaScript's utility _ belt,27386,5503,30,840
grafana/k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",27336,1342,719,352
python-telegram-bot/python-telegram-bot,We have made you a wrapper you can't refuse,27334,5611,14,604
